,competition,season,rank,squad,games,wins,draws,losses,goals_for,goals_against,goal_diff,points,players_used,assists,pens_made,pens_att,cards_yellow,cards_red,shots_on_target_against,saves,clean_sheets,shots_on_target,games_starts,games_complete,games_subs,unused_subs,points_per_match,adjusted_wins,adjusted_draws,adjusted_losses,adjusted_goals_for,adjusted_goals_against,adjusted_goal_diff,adjusted_assists,adjusted_pens_made,adjusted_pens_att,adjusted_shots_on_target_against,adjusted_saves,adjusted_clean_sheets,adjusted_shots_on_target,adjusted_points,adjusted_points_per_match,UEFA Champions League,UEFA Europa League,Relegation
378,Ligue 1,2017-2018,19,Troyes,38,9,6,23,32,59,-27,33,25,19,2,3,,,203,149,8,124,418,,114,152.0,0.87,9,6,23,32,59,-27.0,19,2,3,203,149,8,124,33,0.87,No,No,Yes
379,Ligue 1,2017-2018,20,Metz,38,6,8,24,34,76,-42,26,36,25,3,4,,,213,142,4,167,418,,102,157.0,0.68,6,8,24,34,76,-42.0,25,3,4,213,142,4,167,26,0.68,No,No,Yes
380,Ligue 1,2018-2019,1,Paris SG,38,29,4,5,105,35,70,91,30,72,10,12,64.0,4.0,124,98,17,200,418,,109,140.0,2.39,29,4,5,105,35,70.0,72,10,12,124,98,17,200,91,2.39,Yes,No,No
381,Ligue 1,2018-2019,2,Lille,38,22,9,7,68,33,35,75,25,49,11,13,70.0,4.0,118,91,15,182,418,,112,154.0,1.97,22,9,7,68,33,35.0,49,11,13,118,91,15,182,75,1.97,Yes,No,No
382,Ligue 1,2018-2019,3,Lyon,38,21,9,8,70,47,23,72,25,54,5,10,55.0,3.0,146,107,10,244,418,,108,158.0,1.89,21,9,8,70,47,23.0,54,5,10,146,107,10,244,72,1.89,Yes,No,No
383,Ligue 1,2018-2019,4,Saint-Étienne,38,19,9,10,59,41,18,66,29,40,5,5,63.0,7.0,152,119,13,162,418,,113,151.0,1.74,19,9,10,59,41,18.0,40,5,5,152,119,13,162,66,1.74,No,Yes,No
384,Ligue 1,2018-2019,5,Marseille,38,18,7,13,60,52,8,61,24,45,4,5,82.0,8.0,130,88,12,168,418,,110,156.0,1.61,18,7,13,60,52,8.0,45,4,5,130,88,12,168,61,1.61,No,No,No
385,Ligue 1,2018-2019,6,Montpellier,38,15,14,9,53,42,11,59,25,28,3,3,60.0,4.0,137,101,12,168,418,,107,156.0,1.55,15,14,9,53,42,11.0,28,3,3,137,101,12,168,59,1.55,No,No,No
386,Ligue 1,2018-2019,7,Nice,38,15,11,12,30,35,-5,56,30,18,5,9,72.0,5.0,153,122,16,127,418,,109,157.0,1.47,15,11,12,30,35,-5.0,18,5,9,153,122,16,127,56,1.47,No,No,No
387,Ligue 1,2018-2019,8,Reims,38,13,16,9,39,42,-3,55,27,27,2,2,67.0,2.0,147,114,14,136,418,,112,154.0,1.45,13,16,9,39,42,-3.0,27,2,2,147,114,14,136,55,1.45,No,No,No
388,Ligue 1,2018-2019,9,Nîmes,38,15,8,15,57,58,-1,53,23,37,4,6,69.0,5.0,177,122,10,175,418,,111,155.0,1.39,15,8,15,57,58,-1.0,37,4,6,177,122,10,175,53,1.39,No,No,No
389,Ligue 1,2018-2019,10,Rennes,38,13,13,12,55,52,3,52,28,34,7,10,68.0,3.0,152,105,11,148,418,,105,161.0,1.37,13,13,12,55,52,3.0,34,7,10,152,105,11,148,52,1.37,No,Yes,No
390,Ligue 1,2018-2019,11,Strasbourg,38,11,16,11,58,48,10,49,26,43,5,7,70.0,4.0,152,112,9,145,418,,109,156.0,1.29,11,16,11,58,48,10.0,43,5,7,152,112,9,145,49,1.29,No,Yes,No
391,Ligue 1,2018-2019,12,Nantes,38,13,9,16,48,48,0,48,33,28,6,8,72.0,6.0,126,83,8,143,418,,112,154.0,1.26,13,9,16,48,48,0.0,28,6,8,126,83,8,143,48,1.26,No,No,No
392,Ligue 1,2018-2019,13,Angers,38,10,16,12,44,49,-5,46,24,27,5,10,49.0,4.0,160,115,13,151,418,,110,155.0,1.21,10,16,12,44,49,-5.0,27,5,10,160,115,13,151,46,1.21,No,No,No
393,Ligue 1,2018-2019,14,Bordeaux,38,10,11,17,34,42,-8,41,33,26,5,6,74.0,5.0,147,111,10,133,418,,110,156.0,1.08,10,11,17,34,42,-8.0,26,5,6,147,111,10,133,41,1.08,No,No,No
394,Ligue 1,2018-2019,15,Amiens,38,9,11,18,31,52,-21,38,26,22,2,3,59.0,6.0,155,109,11,115,418,,106,160.0,1.0,9,11,18,31,52,-21.0,22,2,3,155,109,11,115,38,1.0,No,No,No
395,Ligue 1,2018-2019,16,Toulouse,38,8,14,16,35,57,-22,38,29,16,7,11,75.0,5.0,175,123,9,118,418,,102,163.0,1.0,8,14,16,35,57,-22.0,16,7,11,175,123,9,118,38,1.0,No,No,No
396,Ligue 1,2018-2019,17,Monaco,38,8,12,18,38,57,-19,36,42,25,4,5,91.0,6.0,142,92,8,151,418,,102,163.0,0.95,8,12,18,38,57,-19.0,25,4,5,142,92,8,151,36,0.95,No,No,No
397,Ligue 1,2018-2019,18,Dijon,38,9,7,22,31,60,-29,34,26,21,3,4,75.0,7.0,170,113,6,140,418,,112,154.0,0.89,9,7,22,31,60,-29.0,21,3,4,170,113,6,140,34,0.89,No,No,Yes
398,Ligue 1,2018-2019,19,Caen,38,7,12,19,29,54,-25,33,27,17,4,4,79.0,6.0,182,134,9,92,418,,113,153.0,0.87,7,12,19,29,54,-25.0,17,4,4,182,134,9,92,33,0.87,No,No,Yes
399,Ligue 1,2018-2019,20,Guingamp,38,5,12,21,28,68,-40,27,30,21,5,6,58.0,5.0,163,97,10,111,418,,107,158.0,0.71,5,12,21,28,68,-40.0,21,5,6,163,97,10,111,27,0.71,No,No,Yes
400,Ligue 1,2019-2020,1,Paris SG,27,22,2,3,75,24,51,68,31,51,6,8,50.0,1.0,82,57,14,185,297,,79,110.0,2.52,31,3,4,106,34,71.78,72,8,11,115,80,20,260,96,2.52,Yes,No,No
401,Ligue 1,2019-2020,2,Marseille,28,16,8,4,41,29,12,56,23,28,4,6,67.0,3.0,97,75,11,113,308,,82,114.0,2.0,22,11,5,56,39,16.29,38,5,8,132,102,15,153,76,2.0,Yes,No,No
402,Ligue 1,2019-2020,3,Rennes,28,15,5,8,38,24,14,50,26,26,3,5,51.0,1.0,92,72,10,110,308,,83,111.0,1.79,20,7,11,52,33,19.0,35,4,7,125,98,14,149,68,1.79,Yes,No,No
403,Ligue 1,2019-2020,4,Lille,28,15,4,9,35,27,8,49,25,25,5,8,49.0,3.0,78,58,12,123,308,,80,116.0,1.75,20,5,12,48,37,10.86,34,7,11,106,79,16,167,66,1.75,No,Yes,No
404,Ligue 1,2019-2020,5,Nice,28,11,8,9,41,38,3,41,31,30,5,5,54.0,7.0,135,104,4,128,308,,82,114.0,1.46,15,11,12,56,52,4.07,41,7,7,183,141,5,174,56,1.46,No,Yes,No
405,Ligue 1,2019-2020,6,Reims,28,10,11,7,26,21,5,41,26,16,5,5,52.0,5.0,87,66,12,88,308,,81,115.0,1.46,14,15,10,35,28,6.79,22,7,7,118,90,16,119,56,1.46,No,Yes,No
406,Ligue 1,2019-2020,7,Lyon,28,11,7,10,42,27,15,40,27,29,5,6,49.0,4.0,96,73,9,124,308,,81,115.0,1.43,15,10,14,57,37,20.36,39,7,8,130,99,12,168,54,1.43,No,No,No
407,Ligue 1,2019-2020,8,Montpellier,28,11,7,10,35,34,1,40,27,19,2,5,55.0,5.0,126,97,8,113,308,,74,121.0,1.43,15,10,14,48,46,1.36,26,3,7,171,132,11,153,54,1.43,No,No,No
408,Ligue 1,2019-2020,9,Monaco,28,11,7,10,44,44,0,40,28,29,4,4,60.0,10.0,132,95,7,140,308,,76,117.0,1.43,15,10,14,60,60,0.0,39,5,5,179,129,10,190,54,1.43,No,No,No
409,Ligue 1,2019-2020,10,Strasbourg,27,11,5,11,32,32,0,38,25,21,3,4,46.0,1.0,95,67,8,103,297,,80,109.0,1.41,15,7,15,45,45,0.0,30,4,6,134,94,11,145,53,1.41,No,No,No
410,Ligue 1,2019-2020,11,Angers,28,11,6,11,28,33,-5,39,26,21,1,1,42.0,2.0,85,56,12,112,308,,80,116.0,1.39,15,8,15,38,45,-6.79,28,1,1,115,76,16,152,53,1.39,No,No,No
411,Ligue 1,2019-2020,12,Bordeaux,28,9,10,9,40,34,6,37,26,29,2,2,55.0,0.0,106,75,6,109,308,,84,111.0,1.32,12,14,12,54,46,8.14,39,3,3,144,102,8,148,50,1.32,No,No,No
412,Ligue 1,2019-2020,13,Nantes,28,11,4,13,28,31,-3,37,29,16,2,2,51.0,2.0,97,69,10,114,308,,71,124.0,1.32,15,5,18,38,42,-4.07,22,3,3,132,94,14,155,50,1.32,No,No,No
413,Ligue 1,2019-2020,14,Brest,28,8,10,10,34,37,-3,34,24,27,1,5,45.0,2.0,138,103,8,96,308,,82,114.0,1.21,11,14,14,46,50,-4.07,37,1,7,187,140,11,130,46,1.21,No,No,No
414,Ligue 1,2019-2020,15,Metz,28,8,10,10,27,35,-8,34,24,20,2,4,45.0,4.0,132,101,8,93,308,,77,119.0,1.21,11,14,14,37,48,-10.86,27,3,5,179,137,11,126,46,1.21,No,No,No
415,Ligue 1,2019-2020,16,Dijon,28,7,9,12,27,37,-10,30,28,17,1,1,43.0,2.0,129,94,6,99,308,,82,114.0,1.07,10,12,16,37,50,-13.57,23,1,1,175,128,8,134,41,1.07,No,No,No
416,Ligue 1,2019-2020,17,Saint-Étienne,28,8,6,14,29,45,-16,30,31,20,5,5,59.0,3.0,116,75,5,97,308,,82,114.0,1.07,11,8,19,39,61,-21.71,27,7,7,157,102,7,132,41,1.07,No,No,No
417,Ligue 1,2019-2020,18,Nîmes,28,7,6,15,29,44,-15,27,28,20,2,2,41.0,6.0,120,81,7,110,308,,80,116.0,0.96,10,8,20,39,60,-20.36,27,3,3,163,110,10,149,37,0.96,No,No,No
418,Ligue 1,2019-2020,19,Amiens,28,4,11,13,31,50,-19,23,27,20,3,5,57.0,4.0,140,92,5,77,308,,83,113.0,0.82,5,15,18,42,68,-25.79,27,4,7,190,125,7,104,31,0.82,No,No,Yes
419,Ligue 1,2019-2020,20,Toulouse,28,3,4,21,22,58,-36,13,30,14,4,6,48.0,5.0,140,86,3,89,308,,82,113.0,0.46,4,5,28,30,79,-48.86,19,5,8,190,117,4,121,18,0.46,No,No,Yes
420,Ligue 1,2020-2021,1,Lille,38,24,11,3,64,23,41,83,21,39,5,5,68.0,2.0,107,86,21,174,418,247.0,169,170.0,2.18,24,11,3,64,23,41.0,39,5,5,107,86,21,174,83,2.18,Yes,No,No
421,Ligue 1,2020-2021,2,Paris SG,38,26,4,8,86,28,58,82,33,52,12,13,79.0,7.0,128,101,19,203,418,254.0,160,179.0,2.16,26,4,8,86,28,58.0,52,12,13,128,101,19,203,82,2.16,Yes,No,No
422,Ligue 1,2020-2021,3,Monaco,38,24,6,8,76,42,34,78,30,52,12,15,78.0,7.0,94,58,15,161,418,235.0,180,160.0,2.05,24,6,8,76,42,34.0,52,12,15,94,58,15,161,78,2.05,Yes,No,No
423,Ligue 1,2020-2021,4,Lyon,38,22,10,6,81,43,38,76,29,46,11,11,66.0,10.0,130,94,11,222,418,237.0,175,161.0,2.0,22,10,6,81,43,38.0,46,11,11,130,94,11,222,76,2.0,No,Yes,No
424,Ligue 1,2020-2021,5,Marseille,38,16,12,10,54,47,7,60,31,45,4,7,98.0,9.0,131,87,8,131,418,258.0,153,188.0,1.58,16,12,10,54,47,7.0,45,4,7,131,87,8,131,60,1.58,No,Yes,No
425,Ligue 1,2020-2021,6,Rennes,38,16,10,12,52,40,12,58,32,39,3,3,79.0,5.0,128,90,10,160,418,259.0,154,187.0,1.53,16,10,12,52,40,12.0,39,3,3,128,90,10,160,58,1.53,No,No,No
426,Ligue 1,2020-2021,7,Lens,38,15,12,11,55,54,1,57,27,35,10,12,94.0,7.0,134,92,8,135,418,249.0,164,178.0,1.5,15,12,11,55,54,1.0,35,10,12,134,92,8,135,57,1.5,No,No,No
427,Ligue 1,2020-2021,8,Montpellier,38,14,12,12,60,62,-2,54,25,42,2,5,65.0,7.0,187,136,5,171,418,249.0,162,177.0,1.42,14,12,12,60,62,-2.0,42,2,5,187,136,5,171,54,1.42,No,No,No
428,Ligue 1,2020-2021,9,Nice,38,15,7,16,50,53,-3,52,31,26,7,7,73.0,4.0,167,119,9,141,418,277.0,137,196.0,1.37,15,7,16,50,53,-3.0,26,7,7,167,119,9,141,52,1.37,No,No,No
429,Ligue 1,2020-2021,10,Metz,38,12,11,15,44,48,-4,47,27,28,7,11,84.0,4.0,137,100,8,129,418,281.0,133,205.0,1.24,12,11,15,44,48,-4.0,28,7,11,137,100,8,129,47,1.24,No,No,No
430,Ligue 1,2020-2021,11,Saint-Étienne,38,12,10,16,42,54,-12,46,40,28,6,9,76.0,2.0,128,79,12,141,418,242.0,176,164.0,1.21,12,10,16,42,54,-12.0,28,6,9,128,79,12,141,46,1.21,No,No,No
431,Ligue 1,2020-2021,12,Bordeaux,38,13,6,19,42,56,-14,45,28,32,4,4,78.0,4.0,148,98,14,138,418,245.0,169,172.0,1.18,13,6,19,42,56,-14.0,32,4,4,148,98,14,138,45,1.18,No,No,No
432,Ligue 1,2020-2021,13,Angers,38,12,8,18,40,58,-18,44,31,23,5,6,65.0,2.0,134,82,9,137,418,247.0,170,168.0,1.16,12,8,18,40,58,-18.0,23,5,6,134,82,9,137,44,1.16,No,No,No
433,Ligue 1,2020-2021,14,Reims,38,9,15,14,42,50,-8,42,29,23,5,5,77.0,8.0,162,118,10,120,418,266.0,145,195.0,1.11,9,15,14,42,50,-8.0,23,5,5,162,118,10,120,42,1.11,No,No,No
434,Ligue 1,2020-2021,15,Strasbourg,38,11,9,18,49,58,-9,42,26,26,10,12,58.0,3.0,147,95,10,126,418,271.0,144,196.0,1.11,11,9,18,49,58,-9.0,26,10,12,147,95,10,126,42,1.11,No,No,No
435,Ligue 1,2020-2021,16,Lorient,38,11,9,18,50,68,-18,42,27,26,9,10,69.0,3.0,159,102,5,133,418,253.0,163,179.0,1.11,11,9,18,50,68,-18.0,26,9,10,159,102,5,133,42,1.11,No,No,No
436,Ligue 1,2020-2021,17,Brest,38,11,8,19,50,66,-16,41,26,31,3,4,62.0,4.0,169,111,7,157,418,269.0,146,194.0,1.08,11,8,19,50,66,-16.0,31,3,4,169,111,7,157,41,1.08,No,No,No
437,Ligue 1,2020-2021,18,Nantes,38,9,13,16,47,55,-8,40,25,28,8,9,70.0,4.0,158,113,5,122,418,275.0,139,202.0,1.05,9,13,16,47,55,-8.0,28,8,9,158,113,5,122,40,1.05,No,No,Yes
438,Ligue 1,2020-2021,19,Nîmes,38,9,8,21,40,71,-31,35,33,26,7,8,60.0,5.0,192,125,8,132,418,269.0,148,190.0,0.92,9,8,21,40,71,-31.0,26,7,8,192,125,8,132,35,0.92,No,No,Yes
439,Ligue 1,2020-2021,20,Dijon,38,4,9,25,25,73,-48,21,33,15,3,5,76.0,5.0,181,115,6,88,418,265.0,150,179.0,0.55,4,9,25,25,73,-48.0,15,3,5,181,115,6,88,21,0.55,No,No,Yes
440,Fußball-Bundesliga,2010-2011,1,Dortmund,34,23,6,5,67,22,45,75,23,42,0,3,38.0,1.0,125,103,14,229,374,,100,,2.21,26,7,6,75,25,50.29,47,0,3,140,115,16,256,84,2.21,Yes,No,No
441,Fußball-Bundesliga,2010-2011,2,Leverkusen,34,20,8,6,64,44,20,68,21,39,6,6,55.0,1.0,130,86,11,174,374,,101,,2.0,22,9,7,72,49,22.35,44,7,7,145,96,12,194,76,2.0,Yes,No,No
442,Fußball-Bundesliga,2010-2011,3,Bayern Munich,34,19,8,7,81,40,41,65,24,54,3,6,44.0,2.0,134,94,9,215,374,,77,,1.91,21,9,8,91,45,45.82,60,3,7,150,105,10,240,73,1.91,Yes,No,No
443,Fußball-Bundesliga,2010-2011,4,Hannover 96,34,19,3,12,49,45,4,60,23,30,3,3,54.0,5.0,151,106,10,146,374,,96,,1.76,21,3,13,55,50,4.47,34,3,3,169,118,11,163,67,1.76,No,Yes,No
444,Fußball-Bundesliga,2010-2011,5,Mainz 05,34,18,4,12,52,39,13,58,26,37,3,5,53.0,1.0,161,122,9,153,374,,101,,1.71,20,4,13,58,44,14.53,41,3,6,180,136,10,171,65,1.71,No,Yes,No
445,Fußball-Bundesliga,2010-2011,6,Nürnberg,34,13,8,13,47,45,2,47,28,28,2,4,60.0,3.0,131,86,7,141,374,,101,,1.38,15,9,15,53,50,2.24,31,2,4,146,96,8,158,53,1.38,No,No,No
446,Fußball-Bundesliga,2010-2011,7,Kaiserslautern,34,13,7,14,48,51,-3,46,25,32,1,2,59.0,4.0,173,122,8,144,374,,93,,1.35,15,8,16,54,57,-3.35,36,1,2,193,136,9,161,51,1.35,No,No,No
447,Fußball-Bundesliga,2010-2011,8,Hamburger SV,34,12,9,13,46,52,-6,45,25,28,3,3,52.0,2.0,166,114,8,137,374,,87,,1.32,13,10,15,51,58,-6.71,31,3,3,186,127,9,153,50,1.32,No,No,No
448,Fußball-Bundesliga,2010-2011,9,Freiburg,34,13,5,16,41,50,-9,44,27,21,4,6,44.0,3.0,194,144,8,122,374,,95,,1.29,15,6,18,46,56,-10.06,23,4,7,217,161,9,136,49,1.29,No,No,No
449,Fußball-Bundesliga,2010-2011,10,Köln,34,13,5,16,47,62,-15,44,30,25,2,2,79.0,1.0,202,140,10,159,374,,96,,1.29,15,6,18,53,69,-16.76,28,2,2,226,156,11,178,49,1.29,No,No,No
450,Fußball-Bundesliga,2010-2011,11,Hoffenheim,34,11,10,13,50,50,0,43,28,27,5,5,60.0,4.0,177,127,8,174,374,,93,,1.26,12,11,15,56,56,0.0,30,6,6,198,142,9,194,48,1.26,No,No,No
451,Fußball-Bundesliga,2010-2011,12,Stuttgart,34,12,6,16,60,59,1,42,27,35,6,8,63.0,4.0,186,127,7,176,374,,100,,1.24,13,7,18,67,66,1.12,39,7,9,208,142,8,197,47,1.24,No,No,No
452,Fußball-Bundesliga,2010-2011,13,Werder Bremen,34,10,11,13,47,61,-14,41,28,29,7,11,67.0,4.0,188,124,5,166,374,,90,,1.21,11,12,15,53,68,-15.65,32,8,12,210,139,6,186,46,1.21,No,No,No
453,Fußball-Bundesliga,2010-2011,14,Schalke 04,34,11,7,16,38,44,-6,40,31,23,2,3,51.0,4.0,165,121,11,142,374,,100,,1.18,12,8,18,42,49,-6.71,26,2,3,184,135,12,159,45,1.18,No,No,No
454,Fußball-Bundesliga,2010-2011,15,Wolfsburg,34,9,11,14,43,48,-5,38,28,28,0,4,70.0,2.0,178,130,6,139,374,,95,,1.12,10,12,16,48,54,-5.59,31,0,4,199,145,7,155,42,1.12,No,No,No
455,Fußball-Bundesliga,2010-2011,16,M'Gladbach,34,10,6,18,48,65,-17,36,28,29,4,4,49.0,8.0,182,117,7,165,374,,85,,1.06,11,7,20,54,73,-19.0,32,4,4,203,131,8,184,40,1.06,No,No,Yes
456,Fußball-Bundesliga,2010-2011,17,Eint Frankfurt,34,9,7,18,31,49,-18,34,27,20,4,4,73.0,3.0,173,124,8,119,374,,94,,1.0,10,8,20,35,55,-20.12,22,4,4,193,139,9,133,38,1.0,No,No,Yes
457,Fußball-Bundesliga,2010-2011,18,St. Pauli,34,8,5,21,35,68,-33,29,28,23,3,3,56.0,5.0,212,144,4,140,374,,101,,0.85,9,6,23,39,76,-36.88,26,3,3,237,161,4,156,32,0.85,No,No,Yes
458,Fußball-Bundesliga,2011-2012,1,Dortmund,34,25,6,3,80,25,55,81,23,58,1,1,34.0,2.0,108,83,15,214,374,,100,,2.38,28,7,3,89,28,61.47,65,1,1,121,93,17,239,91,2.38,Yes,No,No
459,Fußball-Bundesliga,2011-2012,2,Bayern Munich,34,23,4,7,77,22,55,73,21,49,9,11,45.0,3.0,82,60,18,210,374,,95,,2.15,26,4,8,86,25,61.47,55,10,12,92,67,20,235,82,2.15,Yes,No,No
460,Fußball-Bundesliga,2011-2012,3,Schalke 04,34,20,4,10,74,44,30,64,28,50,6,7,63.0,2.0,163,119,8,186,374,,101,,1.88,22,4,11,83,49,33.53,56,7,8,182,133,9,208,72,1.88,Yes,No,No
461,Fußball-Bundesliga,2011-2012,4,M'Gladbach,34,17,9,8,49,24,25,60,25,35,3,3,49.0,1.0,127,103,15,167,374,,89,,1.76,19,10,9,55,27,27.94,39,3,3,142,115,17,187,67,1.76,Yes,No,No
462,Fußball-Bundesliga,2011-2012,5,Leverkusen,34,15,9,10,52,44,8,54,26,34,1,2,46.0,4.0,145,101,11,178,374,,85,,1.59,17,10,11,58,49,8.94,38,1,2,162,113,12,199,60,1.59,No,Yes,No
463,Fußball-Bundesliga,2011-2012,6,Stuttgart,34,15,8,11,63,46,17,53,26,42,5,5,61.0,4.0,166,120,9,195,374,,98,,1.56,17,9,12,70,51,19.0,47,6,6,186,134,10,218,59,1.56,No,Yes,No
464,Fußball-Bundesliga,2011-2012,7,Hannover 96,34,12,12,10,41,45,-4,48,23,25,5,5,64.0,3.0,175,130,7,143,374,,92,,1.41,13,13,11,46,50,-4.47,28,6,6,196,145,8,160,54,1.41,No,Yes,No
465,Fußball-Bundesliga,2011-2012,8,Wolfsburg,34,13,5,16,47,60,-13,44,36,36,2,2,63.0,4.0,171,111,7,166,374,,100,,1.29,15,6,18,53,67,-14.53,40,2,2,191,124,8,186,49,1.29,No,No,No
466,Fußball-Bundesliga,2011-2012,9,Werder Bremen,34,11,9,14,49,58,-9,42,31,37,3,3,65.0,5.0,177,119,5,164,374,,88,,1.24,12,10,16,55,65,-10.06,41,3,3,198,133,6,183,47,1.24,No,No,No
467,Fußball-Bundesliga,2011-2012,10,Nürnberg,34,12,6,16,38,49,-11,42,27,27,3,3,71.0,2.0,134,85,9,137,374,,101,,1.24,13,7,18,42,55,-12.29,30,3,3,150,95,10,153,47,1.24,No,No,No
468,Fußball-Bundesliga,2011-2012,11,Hoffenheim,34,10,11,13,41,47,-6,41,27,22,8,9,70.0,3.0,180,133,9,140,374,,93,,1.21,11,12,15,46,53,-6.71,25,9,10,201,149,10,156,46,1.21,No,No,No
469,Fußball-Bundesliga,2011-2012,12,Freiburg,34,10,10,14,45,61,-16,40,31,31,3,4,56.0,1.0,174,113,9,140,374,,96,,1.18,11,11,16,50,68,-17.88,35,3,4,194,126,10,156,45,1.18,No,No,No
470,Fußball-Bundesliga,2011-2012,13,Mainz 05,34,9,12,13,47,51,-4,39,27,31,5,5,49.0,2.0,165,114,9,142,374,,101,,1.15,10,13,15,53,57,-4.47,35,6,6,184,127,10,159,44,1.15,No,No,No
471,Fußball-Bundesliga,2011-2012,14,Augsburg,34,8,14,12,36,49,-13,38,29,28,4,5,67.0,2.0,183,134,9,137,374,,99,,1.12,9,16,13,40,55,-14.53,31,4,6,205,150,10,153,42,1.12,No,No,No
472,Fußball-Bundesliga,2011-2012,15,Hamburger SV,34,8,12,14,35,57,-22,36,26,15,3,3,64.0,2.0,193,136,7,157,374,,96,,1.06,9,13,16,39,64,-24.59,17,3,3,216,152,8,175,40,1.06,No,No,No
473,Fußball-Bundesliga,2011-2012,16,Hertha BSC,34,7,10,17,38,64,-26,31,25,25,1,2,64.0,8.0,181,117,5,118,373,,88,,0.91,8,11,19,42,72,-29.06,28,1,2,202,131,6,132,35,0.91,No,No,Yes
474,Fußball-Bundesliga,2011-2012,17,Köln,34,8,6,20,39,75,-36,30,26,29,3,3,68.0,6.0,191,116,6,111,374,,99,,0.88,9,7,22,44,84,-40.24,32,3,3,213,130,7,124,34,0.88,No,No,Yes
475,Fußball-Bundesliga,2011-2012,18,Kaiserslautern,34,4,11,19,24,54,-30,23,32,15,1,1,69.0,4.0,180,126,4,141,374,,90,,0.68,4,12,21,27,60,-33.53,17,1,1,201,141,4,158,26,0.68,No,No,Yes
476,Fußball-Bundesliga,2012-2013,1,Bayern Munich,34,29,4,1,98,18,80,91,24,79,4,5,36.0,1.0,98,80,21,264,374,,94,,2.68,32,4,1,110,20,89.41,88,4,6,110,89,23,295,102,2.68,Yes,No,No
477,Fußball-Bundesliga,2012-2013,2,Dortmund,34,19,9,6,81,42,39,66,23,63,5,7,42.0,4.0,120,78,8,241,374,,99,,1.94,21,10,7,91,47,43.59,70,6,8,134,87,9,269,74,1.94,Yes,No,No
478,Fußball-Bundesliga,2012-2013,3,Leverkusen,34,19,8,7,65,39,26,65,24,51,4,8,61.0,2.0,121,82,11,230,374,,93,,1.91,21,9,8,73,44,29.06,57,4,9,135,92,12,257,73,1.91,Yes,No,No
479,Fußball-Bundesliga,2012-2013,4,Schalke 04,34,16,7,11,58,50,8,55,26,48,3,5,56.0,3.0,126,76,8,211,374,,94,,1.62,18,8,12,65,56,8.94,54,3,6,141,85,9,236,61,1.62,Yes,No,No
480,Fußball-Bundesliga,2012-2013,5,Freiburg,34,14,9,11,45,40,5,51,27,30,4,4,57.0,3.0,155,115,13,179,374,,89,,1.5,16,10,12,50,45,5.59,34,4,4,173,129,15,200,57,1.5,No,Yes,No
481,Fußball-Bundesliga,2012-2013,6,Eint Frankfurt,34,14,9,11,49,46,3,51,27,36,3,3,63.0,3.0,171,125,8,152,374,,94,,1.5,16,10,12,55,51,3.35,40,3,3,191,140,9,170,57,1.5,No,Yes,No
482,Fußball-Bundesliga,2012-2013,7,Hamburger SV,34,14,6,14,42,53,-11,48,25,36,2,3,68.0,4.0,183,130,8,171,374,,99,,1.41,16,7,16,47,59,-12.29,40,2,3,205,145,9,191,54,1.41,No,No,No
483,Fußball-Bundesliga,2012-2013,8,M'Gladbach,34,12,11,11,45,49,-4,47,22,29,4,4,57.0,1.0,172,123,9,146,374,,100,,1.38,13,12,12,50,55,-4.47,32,4,4,192,137,10,163,53,1.38,No,No,No
484,Fußball-Bundesliga,2012-2013,9,Hannover 96,34,13,6,15,60,62,-2,45,25,41,6,6,78.0,4.0,192,130,8,142,373,,100,,1.32,15,7,17,67,69,-2.24,46,7,7,215,145,9,159,50,1.32,No,No,No
485,Fußball-Bundesliga,2012-2013,10,Nürnberg,34,11,11,12,39,47,-8,44,25,27,3,4,70.0,2.0,161,114,7,141,374,,99,,1.29,12,12,13,44,53,-8.94,30,3,4,180,127,8,158,49,1.29,No,No,No
486,Fußball-Bundesliga,2012-2013,11,Wolfsburg,34,10,13,11,47,52,-5,43,29,36,3,3,60.0,4.0,162,110,5,156,374,,96,,1.26,11,15,12,53,58,-5.59,40,3,3,181,123,6,174,48,1.26,No,No,No
487,Fußball-Bundesliga,2012-2013,12,Stuttgart,34,12,7,15,37,55,-18,43,27,21,6,8,74.0,7.0,169,114,8,145,374,,93,,1.26,13,8,17,41,61,-20.12,23,7,9,189,127,9,162,48,1.26,No,No,No
488,Fußball-Bundesliga,2012-2013,13,Mainz 05,34,10,12,12,42,44,-2,42,29,26,4,5,71.0,4.0,141,97,9,128,373,,99,,1.24,11,13,13,47,49,-2.24,29,4,6,158,108,10,143,47,1.24,No,No,No
489,Fußball-Bundesliga,2012-2013,14,Werder Bremen,34,8,10,16,50,66,-16,34,24,37,5,6,59.0,6.0,157,91,3,203,374,,86,,1.0,9,11,18,56,74,-17.88,41,6,7,175,102,3,227,38,1.0,No,No,No
490,Fußball-Bundesliga,2012-2013,15,Augsburg,34,8,9,17,33,51,-18,33,29,22,0,1,68.0,2.0,146,95,8,174,374,,102,,0.97,9,10,19,37,57,-20.12,25,0,1,163,106,9,194,37,0.97,No,No,No
491,Fußball-Bundesliga,2012-2013,16,Hoffenheim,34,8,7,19,42,67,-25,31,33,31,5,5,75.0,5.0,160,93,6,163,374,,96,,0.91,9,8,21,47,75,-27.94,35,6,6,179,104,7,182,35,0.91,No,No,Yes
